County,County Code,Year,Intent,Deaths,Population,State,Rate
"Honolulu County, HI",15003,2012,Homicide,14,976372,HI,1.43387971
"Honolulu County, HI",15003,2013,Homicide,22,983429,HI,2.237070495
"Honolulu County, HI",15003,2014,Homicide,22,991788,HI,2.21821599
"Honolulu County, HI",15003,2015,Homicide,16,998714,HI,1.602060249
"Honolulu County, HI",15003,2016,Homicide,21,992605,HI,2.115645196
"Honolulu County, HI",15003,2017,Homicide,32,988650,HI,3.236736965
"Honolulu County, HI",15003,2018,Homicide,23,980080,HI,2.346747204
"Honolulu County, HI",15003,2019,Homicide,27,974563,HI,2.770472509
"Jackson County, MS",28059,2009,Homicide,11,139176,MS,7.903661551
"Jackson County, MS",28059,2018,Homicide,15,143277,MS,10.46923093
"Jackson County, MS",28059,2019,Homicide,13,143617,MS,9.051853193
"Brunswick County, NC",37019,2019,Homicide,11,142820,NC,7.702002521
"Bell County, TX",48027,2009,Homicide,19,301050,TX,6.311243979
"Bell County, TX",48027,2010,Homicide,20,310235,TX,6.446725869
"Bell County, TX",48027,2011,Homicide,16,315196,TX,5.076206551
"Bell County, TX",48027,2012,Homicide,15,323037,TX,4.643430938
"Bell County, TX",48027,2013,Homicide,18,326843,TX,5.507231301
"Bell County, TX",48027,2014,Homicide,26,329140,TX,7.899374127
"Bell County, TX",48027,2015,Homicide,23,334941,TX,6.866881033
"Bell County, TX",48027,2016,Homicide,25,340411,TX,7.3440635
"Bell County, TX",48027,2017,Homicide,30,347833,TX,8.624828582
"Bell County, TX",48027,2018,Homicide,28,355642,TX,7.873085856
"Bell County, TX",48027,2019,Homicide,27,362924,TX,7.439574126
"Dakota County, MN",27037,2016,Homicide,11,417486,MN,2.634818892
"Buncombe County, NC",37021,2013,Homicide,16,247912,NC,6.453902998
"Buncombe County, NC",37021,2016,Homicide,12,256088,NC,4.685889226
"Buncombe County, NC",37021,2017,Homicide,10,257607,NC,3.881882092
"Buncombe County, NC",37021,2018,Homicide,13,259103,NC,5.017309719
"Bexar County, TX",48029,2009,Homicide,123,1685628,TX,7.296983676
"Bexar County, TX",48029,2010,Homicide,106,1714773,TX,6.18157622
"Bexar County, TX",48029,2011,Homicide,99,1756153,TX,5.637322033
"Bexar County, TX",48029,2012,Homicide,116,1785704,TX,6.496037417
"Bexar County, TX",48029,2013,Homicide,110,1817610,TX,6.051903324
"Bexar County, TX",48029,2014,Homicide,132,1855866,TX,7.112582482
"Bexar County, TX",48029,2015,Homicide,121,1897753,TX,6.375961466
"Bexar County, TX",48029,2016,Homicide,189,1928680,TX,9.799448327
"Bexar County, TX",48029,2017,Homicide,159,1958578,TX,8.118134688
"Bexar County, TX",48029,2018,Homicide,154,1986049,TX,7.754088645
"Bexar County, TX",48029,2019,Homicide,140,2003554,TX,6.987583065
"Merced County, CA",6047,2009,Homicide,22,252302,CA,8.71970892
"Merced County, CA",6047,2010,Homicide,26,255793,CA,10.16446893
"Merced County, CA",6047,2011,Homicide,12,259898,CA,4.617195977
"Merced County, CA",6047,2012,Homicide,20,262305,CA,7.624711691
"Merced County, CA",6047,2013,Homicide,30,263228,CA,11.39696385
"Merced County, CA",6047,2014,Homicide,26,266353,CA,9.761481943
"Merced County, CA",6047,2015,Homicide,34,268455,CA,12.66506491
"Merced County, CA",6047,2016,Homicide,13,268672,CA,4.838613626
"Merced County, CA",6047,2017,Homicide,17,272673,CA,6.234574014
"Merced County, CA",6047,2018,Homicide,13,274765,CA,4.731315852
"Merced County, CA",6047,2019,Homicide,22,277680,CA,7.922788822
"Muscogee County, GA",13215,2009,Homicide,14,188796,GA,7.415411343
"Muscogee County, GA",13215,2010,Homicide,17,189885,GA,8.952787213
"Muscogee County, GA",13215,2011,Homicide,18,194107,GA,9.273235896
"Muscogee County, GA",13215,2012,Homicide,18,198413,GA,9.071986211
"Muscogee County, GA",13215,2013,Homicide,20,202824,GA,9.860765984
"Muscogee County, GA",13215,2014,Homicide,19,200887,GA,9.458053533
"Muscogee County, GA",13215,2015,Homicide,20,200579,GA,9.971133568
"Muscogee County, GA",13215,2016,Homicide,26,197485,GA,13.16555688
"Muscogee County, GA",13215,2017,Homicide,42,194058,GA,21.64301394
"Muscogee County, GA",13215,2018,Homicide,32,194160,GA,16.48125258
"Muscogee County, GA",13215,2019,Homicide,41,195769,GA,20.94305023
"Yellowstone County, MT",30111,2013,Homicide,10,154162,MT,6.48668284
"Yellowstone County, MT",30111,2015,Homicide,12,157048,MT,7.640976007
"Apache County, AZ",4001,2010,Homicide,10,71518,AZ,13.98249392
"Apache County, AZ",4001,2012,Homicide,10,73195,AZ,13.66213539
"Apache County, AZ",4001,2013,Homicide,12,71934,AZ,16.68195846
"Apache County, AZ",4001,2015,Homicide,18,71474,AZ,25.18398299
"Apache County, AZ",4001,2016,Homicide,10,73112,AZ,13.67764526
"Apache County, AZ",4001,2017,Homicide,12,71606,AZ,16.7583722
"Newton County, GA",13217,2015,Homicide,15,105473,GA,14.22164914
"Newton County, GA",13217,2016,Homicide,10,106999,GA,9.345881737
"Newton County, GA",13217,2017,Homicide,17,108078,GA,15.72938063
"Newton County, GA",13217,2019,Homicide,16,111744,GA,14.31844215
"Albany County, NY",36001,2013,Homicide,11,306945,NY,3.583703921
"Albany County, NY",36001,2014,Homicide,12,308171,NY,3.893942
"Albany County, NY",36001,2018,Homicide,14,307117,NY,4.558523299
"Cabarrus County, NC",37025,2013,Homicide,16,187226,NC,8.545821627
"Cabarrus County, NC",37025,2019,Homicide,10,216453,NC,4.619940588
"Weber County, UT",49057,2018,Homicide,10,256359,UT,3.900779766
"Coconino County, AZ",4005,2011,Homicide,11,134511,AZ,8.177769848
"Coconino County, AZ",4005,2012,Homicide,14,136011,AZ,10.2932851
"Coconino County, AZ",4005,2017,Homicide,13,140776,AZ,9.234528613
"Coconino County, AZ",4005,2018,Homicide,14,142854,AZ,9.800215605
"Monterey County, CA",6053,2009,Homicide,53,410263,CA,12.9185425
"Monterey County, CA",6053,2010,Homicide,45,415057,CA,10.84188437
"Monterey County, CA",6053,2011,Homicide,38,421898,CA,9.006916364
"Monterey County, CA",6053,2012,Homicide,44,426762,CA,10.31019632
"Monterey County, CA",6053,2013,Homicide,44,428826,CA,10.26057189
"Monterey County, CA",6053,2014,Homicide,35,431344,CA,8.114173374
"Monterey County, CA",6053,2015,Homicide,59,433898,CA,13.59766581
"Monterey County, CA",6053,2016,Homicide,56,435232,CA,12.86670098
"Monterey County, CA",6053,2017,Homicide,45,437907,CA,10.27615453
"Monterey County, CA",6053,2018,Homicide,28,435594,CA,6.428004059
"Monterey County, CA",6053,2019,Homicide,15,434061,CA,3.455735484
"Pueblo County, CO",8101,2012,Homicide,13,160852,CO,8.081963544
"Pueblo County, CO",8101,2014,Homicide,15,161875,CO,9.266409266
"Pueblo County, CO",8101,2015,Homicide,14,163591,CO,8.557928003
"Pueblo County, CO",8101,2017,Homicide,13,166475,CO,7.808980327
"Pueblo County, CO",8101,2018,Homicide,11,167529,CO,6.566027374
"Pueblo County, CO",8101,2019,Homicide,19,168424,CO,11.28105258
"Berrien County, MI",26021,2017,Homicide,11,154259,MI,7.130864326
"Bronx County, NY",36005,2009,Homicide,115,1376261,NY,8.355973177
"Bronx County, NY",36005,2010,Homicide,138,1385108,NY,9.963122009
"Bronx County, NY",36005,2011,Homicide,149,1392002,NY,10.70400761
"Bronx County, NY",36005,2012,Homicide,120,1408473,NY,8.519865131
"Bronx County, NY",36005,2013,Homicide,83,1418733,NY,5.850290365
"Bronx County, NY",36005,2014,Homicide,113,1438159,NY,7.85726752
"Bronx County, NY",36005,2015,Homicide,98,1455444,NY,6.733340479
"Bronx County, NY",36005,2016,Homicide,105,1455720,NY,7.212925563
"Bronx County, NY",36005,2017,Homicide,68,1471160,NY,4.622202888
"Bronx County, NY",36005,2018,Homicide,103,1432132,NY,7.192074474
"Bronx County, NY",36005,2019,Homicide,87,1418207,NY,6.134506458
"Bowie County, TX",48037,2009,Homicide,16,92231,TX,17.34774642
"Craighead County, AR",5031,2019,Homicide,12,110332,AR,10.87626437
"Paulding County, GA",13223,2019,Homicide,10,168667,GA,5.928842038
"Jackson County, MO",29095,2009,Homicide,108,670763,MO,16.10106699
"Jackson County, MO",29095,2010,Homicide,121,674158,MO,17.94831479
"Jackson County, MO",29095,2011,Homicide,112,676360,MO,16.55922881
"Jackson County, MO",29095,2012,Homicide,110,677377,MO,16.23911057
"Jackson County, MO",29095,2013,Homicide,110,679996,MO,16.17656574
"Jackson County, MO",29095,2014,Homicide,84,683191,MO,12.29524394
"Jackson County, MO",29095,2015,Homicide,121,687623,MO,17.59685176
"Jackson County, MO",29095,2016,Homicide,134,691801,MO,19.36973205
"Jackson County, MO",29095,2017,Homicide,167,698895,MO,23.8948626
"Jackson County, MO",29095,2018,Homicide,153,700307,MO,21.84756114
"Jackson County, MO",29095,2019,Homicide,162,703011,MO,23.04373616
"Broome County, NY",36007,2009,Homicide,17,200935,NY,8.460447408
"Brazoria County, TX",48039,2010,Homicide,13,313166,TX,4.151153063
"Brazoria County, TX",48039,2011,Homicide,10,319973,TX,3.125263694
"Brazoria County, TX",48039,2012,Homicide,13,324769,TX,4.002845099
"Brazoria County, TX",48039,2013,Homicide,14,330242,TX,4.239315411
"Brazoria County, TX",48039,2014,Homicide,12,338124,TX,3.54899386
"Brazoria County, TX",48039,2015,Homicide,11,346312,TX,3.176326549
"Brazoria County, TX",48039,2016,Homicide,14,354195,TX,3.952624966
"Brazoria County, TX",48039,2017,Homicide,22,362457,TX,6.069685508
"Brazoria County, TX",48039,2018,Homicide,15,370200,TX,4.051863857
"Brazoria County, TX",48039,2019,Homicide,20,374264,TX,5.343821474
"Lake County, IN",18089,2009,Homicide,82,495789,IN,16.53929393
"Lake County, IN",18089,2010,Homicide,79,496005,IN,15.9272588
"Lake County, IN",18089,2011,Homicide,58,495558,IN,11.70397814
"Lake County, IN",18089,2012,Homicide,67,493618,IN,13.57324895
"Lake County, IN",18089,2013,Homicide,78,491456,IN,15.87120719
"Lake County, IN",18089,2014,Homicide,73,490228,IN,14.8910303
"Lake County, IN",18089,2015,Homicide,74,487865,IN,15.16813053
"Lake County, IN",18089,2016,Homicide,85,485846,IN,17.4952557
"Lake County, IN",18089,2017,Homicide,73,485640,IN,15.03171073
"Lake County, IN",18089,2018,Homicide,77,484411,IN,15.89559279
"Lake County, IN",18089,2019,Homicide,88,485493,IN,18.12590501
"Calhoun County, MI",26025,2012,Homicide,12,135099,MI,8.882375147
"Calhoun County, MI",26025,2016,Homicide,12,134386,MI,8.929501585
"Crittenden County, AR",5035,2016,Homicide,16,49235,AR,32.49720727
"Crittenden County, AR",5035,2018,Homicide,17,48342,AR,35.16610815
"Crittenden County, AR",5035,2019,Homicide,10,47955,AR,20.85288291
"Orange County, CA",6059,2009,Homicide,79,2987177,CA,2.644637395
"Orange County, CA",6059,2010,Homicide,67,3010232,CA,2.225742069
"Orange County, CA",6059,2011,Homicide,77,3055745,CA,2.51984377
"Orange County, CA",6059,2012,Homicide,50,3090132,CA,1.618053857
"Orange County, CA",6059,2013,Homicide,63,3114363,CA,2.022885579
"Orange County, CA",6059,2014,Homicide,58,3145515,CA,1.843895197
"Orange County, CA",6059,2015,Homicide,66,3169776,CA,2.082166058
"Orange County, CA",6059,2016,Homicide,74,3172532,CA,2.332521784
"Orange County, CA",6059,2017,Homicide,79,3190400,CA,2.476178536
"Orange County, CA",6059,2018,Homicide,66,3185968,CA,2.071583895
"Orange County, CA",6059,2019,Homicide,58,3175692,CA,1.82637359
"La Porte County, IN",18091,2019,Homicide,12,109888,IN,10.92020967
"Lauderdale County, MS",28075,2010,Homicide,14,80261,MS,17.44309191
"Lauderdale County, MS",28075,2012,Homicide,15,80220,MS,18.69857891
"Lauderdale County, MS",28075,2014,Homicide,14,79739,MS,17.55728063
"Lauderdale County, MS",28075,2015,Homicide,10,78524,MS,12.73496001
"Lauderdale County, MS",28075,2016,Homicide,11,77755,MS,14.14700019
"Lauderdale County, MS",28075,2017,Homicide,21,76155,MS,27.57533977
"Lauderdale County, MS",28075,2019,Homicide,16,74125,MS,21.5851602
"Jefferson County, MO",29099,2016,Homicide,10,224226,MO,4.459786109
"Jefferson County, MO",29099,2018,Homicide,10,224347,MO,4.457380754
"Jefferson County, MO",29099,2019,Homicide,11,225081,MO,4.887129522
"Catawba County, NC",37035,2009,Homicide,10,154610,NC,6.467886941
"Catawba County, NC",37035,2011,Homicide,10,154181,NC,6.485883475
"Catawba County, NC",37035,2012,Homicide,13,154339,NC,8.423016865
"Catawba County, NC",37035,2017,Homicide,14,157974,NC,8.862217833
"Maricopa County, AZ",4013,2009,Homicide,229,3803779,AZ,6.020328731
"Maricopa County, AZ",4013,2010,Homicide,238,3817117,AZ,6.235072176
"Maricopa County, AZ",4013,2011,Homicide,214,3880244,AZ,5.515117091
"Maricopa County, AZ",4013,2012,Homicide,224,3942169,AZ,5.68215112
"Maricopa County, AZ",4013,2013,Homicide,220,4009412,AZ,5.48708888
"Maricopa County, AZ",4013,2014,Homicide,206,4087191,AZ,5.040136367
"Maricopa County, AZ",4013,2015,Homicide,229,4167947,AZ,5.494311708
"Maricopa County, AZ",4013,2016,Homicide,262,4242997,AZ,6.174880633
"Maricopa County, AZ",4013,2017,Homicide,265,4307033,AZ,6.152727411
"Maricopa County, AZ",4013,2018,Homicide,247,4410824,AZ,5.599860706
"Maricopa County, AZ",4013,2019,Homicide,256,4485414,AZ,5.707388437
"Placer County, CA",6061,2018,Homicide,10,393149,CA,2.543564908
"Placer County, CA",6061,2019,Homicide,12,398329,CA,3.012585074
"Bristol County, MA",25005,2009,Homicide,20,547324,MA,3.654142702
"Bristol County, MA",25005,2010,Homicide,18,548285,MA,3.282964152
"Bristol County, MA",25005,2011,Homicide,12,548922,MA,2.186102944
"Bristol County, MA",25005,2013,Homicide,14,552780,MA,2.532653135
"Bristol County, MA",25005,2014,Homicide,10,554194,MA,1.804422278
"Bristol County, MA",25005,2015,Homicide,11,556772,MA,1.975674064
"Bristol County, MA",25005,2016,Homicide,10,558324,MA,1.791074716
"Bristol County, MA",25005,2017,Homicide,14,561483,MA,2.493396951
"Bristol County, MA",25005,2019,Homicide,13,565217,MA,2.300001592
"Hennepin County, MN",27053,2009,Homicide,29,1146721,MN,2.528949936
"Hennepin County, MN",27053,2010,Homicide,43,1152425,MN,3.731262338
"Hennepin County, MN",27053,2011,Homicide,42,1168431,MN,3.594563992
"Hennepin County, MN",27053,2012,Homicide,48,1184576,MN,4.052082771
"Hennepin County, MN",27053,2013,Homicide,50,1198778,MN,4.170914047
"Hennepin County, MN",27053,2014,Homicide,36,1212064,MN,2.970140191
"Hennepin County, MN",27053,2015,Homicide,56,1223149,MN,4.578346546
"Hennepin County, MN",27053,2016,Homicide,51,1232483,MN,4.13798811
"Hennepin County, MN",27053,2017,Homicide,50,1252024,MN,3.99353367
"Hennepin County, MN",27053,2018,Homicide,35,1259428,MN,2.779039373
"Hennepin County, MN",27053,2019,Homicide,51,1265843,MN,4.028935658
"Oklahoma County, OK",40109,2009,Homicide,68,711595,OK,9.555997442
"Oklahoma County, OK",40109,2010,Homicide,59,718633,OK,8.210032103
"Oklahoma County, OK",40109,2011,Homicide,67,732371,OK,9.148368791
"Oklahoma County, OK",40109,2012,Homicide,104,741781,OK,14.02031058
"Oklahoma County, OK",40109,2013,Homicide,73,755245,OK,9.665737608
"Oklahoma County, OK",40109,2014,Homicide,63,766215,OK,8.222235273
"Oklahoma County, OK",40109,2015,Homicide,98,776864,OK,12.61482061
"Oklahoma County, OK",40109,2016,Homicide,93,782970,OK,11.87784973
"Oklahoma County, OK",40109,2017,Homicide,92,787958,OK,11.67574922
"Oklahoma County, OK",40109,2018,Homicide,65,792582,OK,8.201044182
"Oklahoma County, OK",40109,2019,Homicide,101,797434,OK,12.66562499
"Cheatham County, TN",47021,2010,Homicide,10,39105,TN,25.57217747
"Mohave County, AZ",4015,2009,Homicide,13,199696,AZ,6.50989504
"Mohave County, AZ",4015,2010,Homicide,13,200186,AZ,6.493960617
"Mohave County, AZ",4015,2011,Homicide,11,202351,AZ,5.43609866
"Mohave County, AZ",4015,2012,Homicide,14,203334,AZ,6.885223327
"Mohave County, AZ",4015,2013,Homicide,12,203030,AZ,5.910456583
"Mohave County, AZ",4015,2016,Homicide,18,205249,AZ,8.769835663
"Madison County, IN",18095,2018,Homicide,13,129641,IN,10.02769186
"Lawrence County, OH",39087,2017,Homicide,10,60249,OH,16.59778586
"Lubbock County, TX",48303,2009,Homicide,18,274252,TX,6.56330674
"Lubbock County, TX",48303,2010,Homicide,13,278831,TX,4.662322339
"Lubbock County, TX",48303,2011,Homicide,14,283910,TX,4.93114015
"Lubbock County, TX",48303,2012,Homicide,16,285760,TX,5.599104143
"Lubbock County, TX",48303,2013,Homicide,11,289324,TX,3.801965962
"Lubbock County, TX",48303,2014,Homicide,18,293974,TX,6.122990469
"Lubbock County, TX",48303,2015,Homicide,21,299453,TX,7.012786648
"Lubbock County, TX",48303,2016,Homicide,12,303137,TX,3.958606175
"Lubbock County, TX",48303,2017,Homicide,15,305225,TX,4.914407404
"Lubbock County, TX",48303,2018,Homicide,20,307412,TX,6.505926899
"Lubbock County, TX",48303,2019,Homicide,21,310569,TX,6.761782406
"Navajo County, AZ",4017,2010,Homicide,17,107449,AZ,15.82145948
"Navajo County, AZ",4017,2011,Homicide,13,107398,AZ,12.10450846
"Navajo County, AZ",4017,2012,Homicide,13,107094,AZ,12.13886866
"Navajo County, AZ",4017,2013,Homicide,14,107322,AZ,13.04485567
"Navajo County, AZ",4017,2015,Homicide,11,108277,AZ,10.1591289
"Navajo County, AZ",4017,2016,Homicide,11,110026,AZ,9.997636922
"Navajo County, AZ",4017,2017,Homicide,16,108956,AZ,14.6848269
"Navajo County, AZ",4017,2018,Homicide,11,110445,AZ,9.959708452
"Navajo County, AZ",4017,2019,Homicide,15,110924,AZ,13.52277235
"Riverside County, CA",6065,2009,Homicide,97,2146725,CA,4.518510755
"Riverside County, CA",6065,2010,Homicide,87,2189641,CA,3.973254063
"Riverside County, CA",6065,2011,Homicide,88,2239620,CA,3.929237996
"Riverside County, CA",6065,2012,Homicide,90,2268783,CA,3.966884449
"Riverside County, CA",6065,2013,Homicide,107,2292507,CA,4.667379423
"Riverside County, CA",6065,2014,Homicide,97,2329271,CA,4.164393065
"Riverside County, CA",6065,2015,Homicide,91,2361026,CA,3.854256582
"Riverside County, CA",6065,2016,Homicide,97,2387741,CA,4.062417155
"Riverside County, CA",6065,2017,Homicide,104,2423266,CA,4.291728601
"Riverside County, CA",6065,2018,Homicide,119,2450758,CA,4.855640581
"Riverside County, CA",6065,2019,Homicide,122,2470546,CA,4.938179657
"Marion County, IN",18097,2009,Homicide,102,898394,IN,11.35359319
"Marion County, IN",18097,2010,Homicide,112,903393,IN,12.3977051
"Marion County, IN",18097,2011,Homicide,102,911296,IN,11.19285062
"Marion County, IN",18097,2012,Homicide,109,918977,IN,11.86101502
"Marion County, IN",18097,2013,Homicide,142,928281,IN,15.29709215
"Marion County, IN",18097,2014,Homicide,142,934243,IN,15.19947166
"Marion County, IN",18097,2015,Homicide,143,939020,IN,15.22864263
"Marion County, IN",18097,2016,Homicide,174,941229,IN,18.48646822
"Marion County, IN",18097,2017,Homicide,167,950082,IN,17.57743016
"Marion County, IN",18097,2018,Homicide,174,954670,IN,18.22619334
"Marion County, IN",18097,2019,Homicide,169,964582,IN,17.52054258
"Essex County, MA",25009,2009,Homicide,15,739086,MA,2.029533776
"Essex County, MA",25009,2010,Homicide,21,743159,MA,2.825774834
"Essex County, MA",25009,2011,Homicide,20,748930,MA,2.670476547
"Essex County, MA",25009,2013,Homicide,11,762550,MA,1.442528359
"Essex County, MA",25009,2014,Homicide,14,769091,MA,1.820330754
"Essex County, MA",25009,2015,Homicide,18,776043,MA,2.319459102
"Essex County, MA",25009,2016,Homicide,17,779018,MA,2.182234557
"Essex County, MA",25009,2017,Homicide,24,785205,MA,3.05652664
"Essex County, MA",25009,2018,Homicide,12,790638,MA,1.517761605
"Lee County, MS",28081,2016,Homicide,12,85381,MS,14.05464916
"Lee County, MS",28081,2017,Homicide,12,84933,MS,14.12878386
"Licking County, OH",39089,2009,Homicide,11,165283,OH,6.655251901
"Pima County, AZ",4019,2009,Homicide,70,975580,AZ,7.175218844
"Pima County, AZ",4019,2010,Homicide,80,980263,AZ,8.16107514
"Pima County, AZ",4019,2011,Homicide,79,989569,AZ,7.983273526
"Pima County, AZ",4019,2012,Homicide,55,992394,AZ,5.54215362
"Pima County, AZ",4019,2013,Homicide,72,996554,AZ,7.224896995
"Pima County, AZ",4019,2014,Homicide,47,1004516,AZ,4.678870222
"Pima County, AZ",4019,2015,Homicide,49,1010025,AZ,4.851365065
"Pima County, AZ",4019,2016,Homicide,58,1016206,AZ,5.707504187
"Pima County, AZ",4019,2017,Homicide,76,1022769,AZ,7.430807934
"Pima County, AZ",4019,2018,Homicide,75,1039073,AZ,7.217972173
"Pima County, AZ",4019,2019,Homicide,68,1047279,AZ,6.493016665
"Sacramento County, CA",6067,2009,Homicide,77,1408601,CA,5.466416679
"Sacramento County, CA",6067,2010,Homicide,83,1418788,CA,5.850063575
"Sacramento County, CA",6067,2011,Homicide,81,1436105,CA,5.640256109
"Sacramento County, CA",6067,2012,Homicide,95,1450121,CA,6.551177453
"Sacramento County, CA",6067,2013,Homicide,78,1462131,CA,5.334679314
"Sacramento County, CA",6067,2014,Homicide,98,1482026,CA,6.61256955
"Sacramento County, CA",6067,2015,Homicide,107,1501335,CA,7.126990312
"Sacramento County, CA",6067,2016,Homicide,99,1514460,CA,6.536983479
"Sacramento County, CA",6067,2017,Homicide,92,1530615,CA,6.010655847
"Sacramento County, CA",6067,2018,Homicide,81,1540975,CA,5.256412336
"Sacramento County, CA",6067,2019,Homicide,84,1552058,CA,5.412168875
"Leflore County, MS",28083,2016,Homicide,12,29856,MS,40.19292605
"Leflore County, MS",28083,2018,Homicide,11,28919,MS,38.03727653
"Leflore County, MS",28083,2019,Homicide,13,28183,MS,46.1270979
"Pinal County, AZ",4021,2009,Homicide,25,349830,AZ,7.146328217
"Pinal County, AZ",4021,2010,Homicide,18,375770,AZ,4.790164196
"Pinal County, AZ",4021,2011,Homicide,21,382992,AZ,5.483143251
"Pinal County, AZ",4021,2012,Homicide,26,387365,AZ,6.712015799
"Pinal County, AZ",4021,2013,Homicide,21,389350,AZ,5.393604726
"Pinal County, AZ",4021,2014,Homicide,20,401918,AZ,4.976139412
"Pinal County, AZ",4021,2015,Homicide,15,406584,AZ,3.689274541
"Pinal County, AZ",4021,2016,Homicide,21,418540,AZ,5.017441583
"Pinal County, AZ",4021,2017,Homicide,29,430237,AZ,6.74047095
"Pinal County, AZ",4021,2018,Homicide,22,447138,AZ,4.920181242
"Pinal County, AZ",4021,2019,Homicide,25,462789,AZ,5.402029867
"Hampden County, MA",25013,2009,Homicide,22,462777,MA,4.75390955
"Hampden County, MA",25013,2010,Homicide,22,463490,MA,4.746596475
"Hampden County, MA",25013,2011,Homicide,23,463783,MA,4.95921584
"Hampden County, MA",25013,2012,Homicide,17,465923,MA,3.648671562
"Hampden County, MA",25013,2013,Homicide,22,467319,MA,4.707705015
"Hampden County, MA",25013,2014,Homicide,16,468161,MA,3.417627696
"Hampden County, MA",25013,2015,Homicide,26,470690,MA,5.523805477
"Hampden County, MA",25013,2016,Homicide,20,468467,MA,4.269244152
"Hampden County, MA",25013,2017,Homicide,22,469818,MA,4.682664351
"Hampden County, MA",25013,2018,Homicide,27,470406,MA,5.739722708
"Hampden County, MA",25013,2019,Homicide,27,466372,MA,5.789369859
"Lincoln County, MS",28085,2017,Homicide,12,34347,MS,34.93754913
"Cleveland County, NC",37045,2018,Homicide,10,97645,NC,10.24117978
"Lorain County, OH",39093,2009,Homicide,13,300893,OH,4.320472726
"Lorain County, OH",39093,2012,Homicide,10,301478,OH,3.316991621
"Lorain County, OH",39093,2013,Homicide,12,302827,OH,3.962658548
"Lorain County, OH",39093,2015,Homicide,12,305147,OH,3.932530879
"Lorain County, OH",39093,2016,Homicide,20,306365,OH,6.528160854
"Lorain County, OH",39093,2017,Homicide,15,307924,OH,4.871331887
"Lorain County, OH",39093,2018,Homicide,13,309461,OH,4.20085245
"Lorain County, OH",39093,2019,Homicide,10,309833,OH,3.227545161
"McLennan County, TX",48309,2009,Homicide,13,231679,TX,5.611212065
"McLennan County, TX",48309,2010,Homicide,10,234906,TX,4.257021958
"McLennan County, TX",48309,2011,Homicide,14,238564,TX,5.868446203
"McLennan County, TX",48309,2012,Homicide,10,238707,TX,4.189236177
"McLennan County, TX",48309,2015,Homicide,17,245671,TX,6.919823667
"McLennan County, TX",48309,2017,Homicide,14,251259,TX,5.571939712
"McLennan County, TX",48309,2019,Homicide,15,256623,TX,5.845150279
"San Bernardino County, CA",6071,2009,Homicide,142,2013960,CA,7.050785517
"San Bernardino County, CA",6071,2010,Homicide,129,2035210,CA,6.338412252
"San Bernardino County, CA",6071,2011,Homicide,111,2065377,CA,5.374321492
"San Bernardino County, CA",6071,2012,Homicide,122,2081313,CA,5.861684427
"San Bernardino County, CA",6071,2013,Homicide,141,2088371,CA,6.751673912
"San Bernardino County, CA",6071,2014,Homicide,119,2112619,CA,5.63281879
"San Bernardino County, CA",6071,2015,Homicide,115,2128133,CA,5.403797601
"San Bernardino County, CA",6071,2016,Homicide,145,2140096,CA,6.775396992
"San Bernardino County, CA",6071,2017,Homicide,150,2157404,CA,6.952800681
"San Bernardino County, CA",6071,2018,Homicide,138,2171603,CA,6.354752687
"San Bernardino County, CA",6071,2019,Homicide,161,2180085,CA,7.385033152
"Lowndes County, MS",28087,2011,Homicide,10,59671,MS,16.75855943
"Columbus County, NC",37047,2012,Homicide,10,57638,NC,17.34966515
"Columbus County, NC",37047,2013,Homicide,11,57246,NC,19.21531635
"Columbus County, NC",37047,2014,Homicide,12,56953,NC,21.07000509
"Columbus County, NC",37047,2017,Homicide,13,55936,NC,23.24084668
"Columbus County, NC",37047,2019,Homicide,12,55508,NC,21.61850544
"Lucas County, OH",39095,2009,Homicide,34,442603,OH,7.681827733
"Lucas County, OH",39095,2010,Homicide,27,441815,OH,6.111155121
"Lucas County, OH",39095,2011,Homicide,33,440005,OH,7.499914774
"Lucas County, OH",39095,2012,Homicide,42,437998,OH,9.589084882
"Lucas County, OH",39095,2013,Homicide,32,436393,OH,7.332839894
"Lucas County, OH",39095,2014,Homicide,21,435286,OH,4.824414293
"Lucas County, OH",39095,2015,Homicide,28,433689,OH,6.456239379
"Lucas County, OH",39095,2016,Homicide,38,432488,OH,8.786370951
"Lucas County, OH",39095,2017,Homicide,41,430887,OH,9.51525574
"Lucas County, OH",39095,2018,Homicide,38,429899,OH,8.839285507
"Lucas County, OH",39095,2019,Homicide,38,428348,OH,8.871291567
"Yavapai County, AZ",4025,2010,Homicide,10,211033,AZ,4.738595386
"Yavapai County, AZ",4025,2011,Homicide,15,211888,AZ,7.079211659
"Yavapai County, AZ",4025,2012,Homicide,10,212637,AZ,4.702850398
"Yavapai County, AZ",4025,2015,Homicide,12,222255,AZ,5.399203617
"San Diego County, CA",6073,2009,Homicide,92,3061203,CA,3.005354431
"San Diego County, CA",6073,2010,Homicide,75,3095313,CA,2.423018286
"San Diego County, CA",6073,2011,Homicide,92,3140069,CA,2.929871923
"San Diego County, CA",6073,2012,Homicide,115,3177063,CA,3.619695297
"San Diego County, CA",6073,2013,Homicide,89,3211252,CA,2.771504697
"San Diego County, CA",6073,2014,Homicide,85,3263431,CA,2.60462072
"San Diego County, CA",6073,2015,Homicide,94,3299521,CA,2.84889837
"San Diego County, CA",6073,2016,Homicide,107,3317749,CA,3.225078208
